n,n_days,n_bins,n_hi,n_lo,q_hi_mean,q_lo_mean,spread,spread_lo95,spread_hi95,spearman,spearman_lo95,spearman_hi95,p_boot,population,factor,outcome,nq,is_spread,is_n,oos_spread,oos_lo95,oos_hi95,oos_n,oos_sign_agrees,split_date,q_value,q_value_dedup
848,58,3,283,285,0.0106007067137809,0.031578947368421,-0.0209782406546401,-0.0514962121212121,0.0058060489142258,-0.0602570511063944,-0.1185187082602827,0.0032030559023002,0.13,P2_no_universe_allowlist,f_hujacobs_lag,y_orion_opt,3,-0.0425141242937853,355.0,-0.0148916750732574,-0.059116949461777,0.0176823995905377,493.0,True,2026-05-14,,
848,58,3,283,285,0.0106007067137809,0.031578947368421,-0.0209782406546401,-0.0514962121212121,0.0058060489142258,-0.0602570511063944,-0.1185187082602827,0.0032030559023002,0.13,P2_no_universe_allowlist,f_hujacobs_lag,y_orion_pess,3,-0.0425141242937853,355.0,-0.0148916750732574,-0.059116949461777,0.0176823995905377,493.0,True,2026-05-14,,
1643,71,3,541,551,0.0184842883548983,0.0326678765880217,-0.0141835882331234,-0.0399747530799008,0.0041761097614539,-0.0587885919554406,-0.1358791708826566,0.0054959454323033,0.132,P2_no_universe_allowlist,f_minutes_close,y_orion_opt,3,-0.02088772845953,1149.0,0.0011671335200746,-0.0271932582096048,0.0263192703982177,494.0,False,2026-05-14,,
1643,71,3,541,551,0.0184842883548983,0.0326678765880217,-0.0141835882331234,-0.0399747530799008,0.0041761097614539,-0.0587885919554406,-0.1358791708826566,0.0054959454323033,0.132,P2_no_universe_allowlist,f_minutes_close,y_orion_pess,3,-0.02088772845953,1149.0,0.0011671335200746,-0.0271932582096048,0.0263192703982177,494.0,False,2026-05-14,,
1643,71,3,548,549,0.0200729927007299,0.0346083788706739,-0.014535386169944,-0.0330117664167735,0.0048380208223819,-0.0479868200355984,-0.0916242795000718,-0.0086261091478051,0.135,P2_no_universe_allowlist,f_log_prem,y_orion_opt,3,-0.02088772845953,1149.0,0.0062287292108135,-0.0191253606233641,0.0285979632234577,494.0,False,2026-05-14,,
1643,71,3,548,549,0.0200729927007299,0.0346083788706739,-0.014535386169944,-0.0330117664167735,0.0048380208223819,-0.0479868200355984,-0.0916242795000718,-0.0086261091478051,0.135,P2_no_universe_allowlist,f_log_prem,y_orion_pess,3,-0.02088772845953,1149.0,0.0062287292108135,-0.0191253606233641,0.0285979632234577,494.0,False,2026-05-14,,
999,61,3,333,333,0.0243932976119165,-0.0306309040345323,0.0550242016464488,-0.0195855885265411,0.1362540524820467,0.0380896677750432,-0.0662513317860617,0.1599506806595397,0.143,P2_no_universe_allowlist,f_mom_align_5d,y_ret,3,0.0588652753868454,505.0,0.0387525489841825,-0.0554962785953255,0.1443998524221451,494.0,True,2026-05-14,,
1643,71,3,541,593,0.0295748613678373,0.0151770657672849,0.0143977956005523,-0.0055414962073469,0.0372712045495827,0.0403111399531109,-0.0070152116964436,0.0810231364970092,0.145,P2_no_universe_allowlist,f_trade_count,y_orion_opt,3,0.0179350992015899,1149.0,0.012068264932954,-0.0222366478950438,0.0462247272159692,494.0,True,2026-05-14,,
1643,71,3,541,593,0.0295748613678373,0.0151770657672849,0.0143977956005523,-0.0055414962073469,0.0372712045495827,0.0403111399531109,-0.0070152116964436,0.0810231364970092,0.145,P2_no_universe_allowlist,f_trade_count,y_orion_pess,3,0.0179350992015899,1149.0,0.012068264932954,-0.0222366478950438,0.0462247272159692,494.0,True,2026-05-14,,
1643,71,3,548,548,0.1916058394160583,0.1405109489051094,0.0510948905109489,-0.0160095232306268,0.1273432927509153,0.07926278122455,0.0117118445860195,0.1498987932478763,0.152,P2_no_universe_allowlist,f_logmoney,y_tp,3,0.04177545691906,1149.0,0.0803169843649603,-0.0052280502225221,0.1642156867302873,494.0,True,2026-05-14,,
1137,67,3,378,379,0.2116402116402116,0.1556728232189973,0.0559673884212142,-0.021243587375067,0.1361896734293708,0.0645332539119998,-0.0166072318368484,0.1415405102267241,0.156,P2_no_universe_allowlist,f_abs_delta,y_tp,3,0.0540844582900657,643.0,0.0797393929763229,0.0096700116249741,0.1385834254887539,494.0,True,2026-05-14,,
277,11,3,87,93,0.2183908045977011,0.1182795698924731,0.100111234705228,-0.0500027472527472,0.2431046587253836,0.0693193989569394,-0.0786615784023598,0.1763407710104754,0.161,P2_no_universe_allowlist,f_ts_slope_lag,y_tp,3,,,,,,,,,,
983,59,3,303,331,0.1749174917491749,0.2235649546827794,-0.0486474629336045,-0.1190576003387637,0.0176696665589187,-0.038576082190597,-0.0978076795487853,0.0182080386967785,0.163,P2_no_universe_allowlist,f_mom5d_lag,y_tp,3,-0.0558292282430213,489.0,-0.0327158221895063,-0.1347093591197869,0.0582386363636363,494.0,True,2026-05-14,,
277,11,3,87,93,0.0097014089123551,-0.0403870278431744,0.0500884367555295,-0.0213361620938858,0.1238079751232193,0.0032117952130211,-0.0782591257315577,0.09178339104923,0.175,P2_no_universe_allowlist,f_ts_slope_lag,y_ret,3,,,,,,,,,,
991,59,3,330,335,0.0212121212121212,0.0417910447761194,-0.0205789235639981,-0.0547200048807752,0.0095587099823421,-0.0819129709054793,-0.1517006172869979,-0.007484326519226,0.184,P2_no_universe_allowlist,f_netbull_lag,y_orion_opt,3,-0.0542168674698795,497.0,-0.0272256728778467,-0.0890662533272739,0.0138808934070945,494.0,True,2026-05-14,,
991,59,3,330,335,0.0212121212121212,0.0417910447761194,-0.0205789235639981,-0.0547200048807752,0.0095587099823421,-0.0819129709054793,-0.1517006172869979,-0.007484326519226,0.184,P2_no_universe_allowlist,f_netbull_lag,y_orion_pess,3,-0.0542168674698795,497.0,-0.0272256728778467,-0.0890662533272739,0.0138808934070945,494.0,True,2026-05-14,,
998,61,3,333,333,0.021021021021021,0.036036036036036,-0.015015015015015,-0.0480035211067143,0.0082211266909542,-0.0379043028862075,-0.1029380275339392,0.0195760873772941,0.212,P2_no_universe_allowlist,f_rv20,y_orion_opt,3,-0.0399408284023668,505.0,0.0163398692810457,0.0047835551826572,0.0275865729555604,493.0,False,2026-05-14,,
998,61,3,333,333,0.021021021021021,0.036036036036036,-0.015015015015015,-0.0480035211067143,0.0082211266909542,-0.0379043028862075,-0.1029380275339392,0.0195760873772941,0.212,P2_no_universe_allowlist,f_rv20,y_orion_pess,3,-0.0399408284023668,505.0,0.0163398692810457,0.0047835551826572,0.0275865729555604,493.0,False,2026-05-14,,
998,61,3,323,341,0.1609907120743034,0.219941348973607,-0.0589506368993036,-0.1557757970988206,0.0336235216090237,-0.0715435325827011,-0.1663808541620211,0.0233397170724274,0.216,P2_no_universe_allowlist,f_hujacobs,y_tp,3,-0.0100108225108224,505.0,-0.0895896556273914,-0.2310563637003205,0.0388391650231044,493.0,True,2026-05-14,,
203,14,3,67,72,0.0015806887393256,0.010740636633543,-0.0091599478942173,-0.023003847265078,0.0045375289252051,-0.0321958921006843,-0.1454830841895965,0.0835010980053624,0.222,P2_no_universe_allowlist,f_trade_count,y_und_return_5d,3,,,,,,,,,,
1621,71,3,540,541,0.2018518518518518,0.1645101663585952,0.0373416854932566,-0.0257046139568004,0.0967014970454546,0.0637184188402982,-0.001707868865794,0.1252741626837054,0.225,P2_no_universe_allowlist,f_vol_oi,y_tp,3,0.0364116094986807,1138.0,0.0361267040898155,-0.10006993006993,0.1637402745114806,483.0,True,2026-05-14,,
478,45,3,158,161,0.0063291139240506,0.0248447204968944,-0.0185156065728437,-0.0425577377705037,0.0179596207169736,-0.0356514818221959,-0.1131370601326673,0.0631817031387831,0.239,P2_no_universe_allowlist,f_oibuild_lag,y_orion_opt,3,,,,,,,,,,
478,45,3,158,161,0.0063291139240506,0.0248447204968944,-0.0185156065728437,-0.0425577377705037,0.0179596207169736,-0.0356514818221959,-0.1131370601326673,0.0631817031387831,0.239,P2_no_universe_allowlist,f_oibuild_lag,y_orion_pess,3,,,,,,,,,,
1643,71,3,548,548,-0.028591367085934,-0.009284772597682,-0.019306594488252,-0.0515855541130524,0.0139233043042124,-0.0691689287702263,-0.124819394723127,-0.0148755188320883,0.243,P2_no_universe_allowlist,f_otm,y_ret,3,-0.0083133497767323,1149.0,-0.0425531748468916,-0.1228064744261331,0.0249716744122939,494.0,True,2026-05-14,,
1643,71,3,548,548,-0.0042605595224794,-0.0381250256869288,0.0338644661644493,-0.0223183682284152,0.0888159331441055,0.0523097253759353,-0.0526090275033151,0.1467192984655008,0.246,P2_no_universe_allowlist,f_logmoney,y_ret,3,0.0365830318172443,1149.0,0.0247115561632576,-0.0433520816618468,0.1107420711384162,494.0,True,2026-05-14,,
991,59,3,330,331,0.2151515151515151,0.1722054380664652,0.0429460770850498,-0.0281391791341349,0.1237919996160286,0.049605961041425,-0.0301788982020514,0.128801123533977,0.248,P2_no_universe_allowlist,f_sweepshare_lag,y_tp,3,0.0466199624440271,497.0,0.0066280033140016,-0.1047844729545306,0.1344420299849622,494.0,True,2026-05-14,,
819,57,3,271,304,-0.0012482203895723,-0.026235358498049,0.0249871381084767,-0.0171453990828262,0.0867697306705242,0.0472088193268572,-0.023993992271842,0.1303775444094063,0.254,P2_no_universe_allowlist,f_osivrank_lag,y_ret,3,-0.0382675981010668,354.0,0.0561586242727242,0.0111442121696598,0.1217406968114978,465.0,False,2026-05-14,,
1643,71,3,548,548,0.1970802919708029,0.1660583941605839,0.0310218978102189,-0.0213591870535142,0.0870139973357414,0.0408295700933602,-0.018677661957392,0.0979464791701177,0.261,P2_no_universe_allowlist,f_otm,y_tp,3,0.0339425587467362,1149.0,0.031395788677342,-0.0629547205842937,0.1304197529482554,494.0,True,2026-05-14,,
1137,67,3,379,379,0.1741424802110818,0.2058047493403693,-0.0316622691292875,-0.0840639641706541,0.0273443122665184,-0.019579907605665,-0.0797349586948035,0.0437579691127922,0.268,P2_no_universe_allowlist,f_iv,y_tp,3,-0.0705426356589147,643.0,-0.0025554093715211,-0.0731475229472868,0.0819379855781413,494.0,True,2026-05-14,,
848,58,3,283,285,0.166077738515901,0.2245614035087719,-0.0584836649928708,-0.1614862494353275,0.0465298095982578,-0.086632941760856,-0.1823894807083787,0.0213039754010313,0.274,P2_no_universe_allowlist,f_hujacobs_lag,y_tp,3,-0.0293785310734463,355.0,-0.0850506797329106,-0.224511045518305,0.0496655594217019,493.0,True,2026-05-14,,
359,27,3,120,120,-0.0058807589769894,-0.0005936467547733,-0.0052871122222161,-0.0254295425757057,0.0048610625470567,-0.0451073570117608,-0.1787463687910658,0.0823834334613622,0.289,P2_no_universe_allowlist,f_prior_flow,y_und_return_1d,3,,,,,,,,,,
402,27,3,134,135,0.0017507748694619,-0.0029728206205122,0.0047235954899741,-0.0033509486948344,0.0196168477712651,0.0204265165052669,-0.0794854313650544,0.1598563032195119,0.29,P2_no_universe_allowlist,f_minutes_open,y_und_return_1d,3,0.0048724566343,289.0,-0.0027918049081158,-0.0339294483255765,0.0175475743930498,113.0,False,2026-05-14,,
926,58,3,309,313,0.0355987055016181,0.0191693290734824,0.0164293764281356,-0.0155389122582368,0.0510319320035706,0.0360747916687104,-0.0272757064120088,0.0977083763542892,0.301,P2_no_universe_allowlist,f_tox_lag,y_orion_opt,3,0.0185359231411863,432.0,0.0189898989898989,-0.0240320408654569,0.0615384615384615,494.0,True,2026-05-14,,
926,58,3,309,313,0.0355987055016181,0.0191693290734824,0.0164293764281356,-0.0155389122582368,0.0510319320035706,0.0360747916687104,-0.0272757064120088,0.0977083763542892,0.301,P2_no_universe_allowlist,f_tox_lag,y_orion_pess,3,0.0185359231411863,432.0,0.0189898989898989,-0.0240320408654569,0.0615384615384615,494.0,True,2026-05-14,,
999,61,3,333,333,0.033033033033033,0.018018018018018,0.015015015015015,-0.016036522748037,0.0396716374328988,0.0433969526443291,-0.0167163060188178,0.0919821609232546,0.305,P2_no_universe_allowlist,f_mom_align_5d,y_orion_opt,3,0.0111170880401649,505.0,0.0097435897435897,-0.0221363944155932,0.0368365402491169,494.0,True,2026-05-14,,
999,61,3,333,333,0.033033033033033,0.018018018018018,0.015015015015015,-0.016036522748037,0.0396716374328988,0.0433969526443291,-0.0167163060188178,0.0919821609232546,0.305,P2_no_universe_allowlist,f_mom_align_5d,y_orion_pess,3,0.0111170880401649,505.0,0.0097435897435897,-0.0221363944155932,0.0368365402491169,494.0,True,2026-05-14,,
402,27,3,132,134,-0.0027780624722974,0.0017507748694619,-0.0045288373417594,-0.0193626861001639,0.0034545296475094,-0.0202639038734645,-0.159925782342929,0.0794483188106714,0.305,P2_no_universe_allowlist,f_minutes_close,y_und_return_1d,3,-0.0047676514243237,289.0,0.0027918049081158,-0.0175475743930498,0.0339294483255765,113.0,False,2026-05-14,,
1383,57,3,460,462,0.0369565217391304,0.0238095238095238,0.0131469979296066,-0.0126866909277518,0.0366937625040045,0.0339879488827003,-0.0394141939315508,0.0980163805965992,0.311,P2_no_universe_allowlist,f_iv_rank,y_orion_opt,3,0.0200438388357851,892.0,0.0015371102327624,-0.0243619842615538,0.036521164021164,491.0,True,2026-05-14,,
1383,57,3,460,462,0.0369565217391304,0.0238095238095238,0.0131469979296066,-0.0126866909277518,0.0366937625040045,0.0339879488827003,-0.0394141939315508,0.0980163805965992,0.311,P2_no_universe_allowlist,f_iv_rank,y_orion_pess,3,0.0200438388357851,892.0,0.0015371102327624,-0.0243619842615538,0.036521164021164,491.0,True,2026-05-14,,
203,14,2,135,68,4.302570149219749e-05,0.0118383359743285,-0.0117953102728363,-0.0409865588371462,0.0112376945460592,-0.089775314323826,-0.2130860575703161,0.060896288024318,0.319,P2_no_universe_allowlist,f_ask_share,y_und_return_5d,3,,,,,,,,,,
1643,71,3,548,548,0.0273722627737226,0.0145985401459854,0.0127737226277372,-0.0110336965673554,0.0380203014197678,0.0351736050229408,-0.0350092754870891,0.10006798801303,0.338,P2_no_universe_allowlist,f_otm,y_orion_opt,3,0.0130548302872062,1149.0,6.304375236414195e-05,-0.0313944993003112,0.0224855856976937,494.0,True,2026-05-14,,
1643,71,3,548,548,0.0273722627737226,0.0145985401459854,0.0127737226277372,-0.0110336965673554,0.0380203014197678,0.0351736050229408,-0.0350092754870891,0.10006798801303,0.338,P2_no_universe_allowlist,f_otm,y_orion_pess,3,0.0130548302872062,1149.0,6.304375236414195e-05,-0.0313944993003112,0.0224855856976937,494.0,True,2026-05-14,,
1643,71,3,548,549,-0.0045638862180776,-0.0233675709319524,0.0188036847138747,-0.0255337433184473,0.0560493008084682,0.0555185004548902,-0.0116381665344117,0.1184955954256976,0.34,P2_no_universe_allowlist,f_log_prem,y_ret,3,0.0170461315840103,1149.0,0.0213419064376505,-0.0315141363963598,0.086607211132946,494.0,True,2026-05-14,,
926,58,2,257,669,0.0194552529182879,0.0343796711509716,-0.0149244182326836,-0.0411903648646067,0.0268292828291005,-0.0503866453428864,-0.1291226188174681,0.0302304269290023,0.353,P2_no_universe_allowlist,f_mktgex_lag,y_orion_opt,3,,,,,,,,,,
926,58,2,257,669,0.0194552529182879,0.0343796711509716,-0.0149244182326836,-0.0411903648646067,0.0268292828291005,-0.0503866453428864,-0.1291226188174681,0.0302304269290023,0.353,P2_no_universe_allowlist,f_mktgex_lag,y_orion_pess,3,,,,,,,,,,
1621,71,3,540,541,-0.0059133374640035,-0.0283986491319854,0.0224853116679819,-0.0294371315949438,0.068711884500255,0.0431716963369346,-0.0393863924971351,0.1097756467166807,0.363,P2_no_universe_allowlist,f_vol_oi,y_ret,3,0.0236860599082612,1138.0,0.0100650040381709,-0.0865876217915961,0.1040216237878899,483.0,True,2026-05-14,,
848,58,3,283,294,0.0041372883979831,-0.0204720185184401,0.0246093069164232,-0.0284540838155432,0.0841735968165644,0.0294194380884492,-0.027710299379294,0.1032325035220857,0.37,P2_no_universe_allowlist,f_vol20_lag,y_ret,3,0.0515811305679823,355.0,0.0481021756633813,-0.0194944487006228,0.1501140777638644,493.0,True,2026-05-14,,
988,59,2,27,961,0.2962962962962963,0.1831425598335067,0.1131537364627895,-0.1170118494552292,0.3408905360134003,0.0262706394157746,-0.026926954852804,0.0916787206996474,0.371,P2_no_universe_allowlist,f_gamma_lag,y_tp,3,,,,,,,,,,
296,26,3,99,99,0.0045005441639897,-0.0038895156539925,0.0083900598179823,-0.0124277430901767,0.0250386864104206,0.0382599508933738,-0.1616495969221451,0.2166750886921216,0.376,P2_no_universe_allowlist,f_iv,y_und_return_1d,3,,,,,,,,,,
1643,71,3,548,548,0.0273722627737226,0.0182481751824817,0.0091240875912408,-0.0115603902766812,0.0328230442990014,0.0392294084915674,-0.0132578088780103,0.0891680323169545,0.392,P2_no_universe_allowlist,f_logmoney,y_orion_opt,3,0.0026109660574412,1149.0,0.0233454701220818,-0.0086467111840263,0.0674274398679874,494.0,True,2026-05-14,,
1643,71,3,548,548,0.0273722627737226,0.0182481751824817,0.0091240875912408,-0.0115603902766812,0.0328230442990014,0.0392294084915674,-0.0132578088780103,0.0891680323169545,0.392,P2_no_universe_allowlist,f_logmoney,y_orion_pess,3,0.0026109660574412,1149.0,0.0233454701220818,-0.0086467111840263,0.0674274398679874,494.0,True,2026-05-14,,
926,58,3,309,313,-0.0058773458956485,-0.0250752277587438,0.0191978818630952,-0.0253113261810924,0.0701786728525213,-0.0069951086106962,-0.0692797016865325,0.0570233011747749,0.392,P2_no_universe_allowlist,f_tox_lag,y_ret,3,0.0242813086707374,432.0,0.01597098677114,-0.0470729693900246,0.069251599950564,494.0,True,2026-05-14,,
995,61,3,332,333,0.1626506024096385,0.1981981981981982,-0.0355475957885596,-0.12560079747896,0.0514173117569603,-0.0439742484251567,-0.1270927346539978,0.049619177516612,0.396,P2_no_universe_allowlist,f_und_30d,y_tp,3,0.0024350649350649,505.0,-0.0342879371665678,-0.1190120078458218,0.0633295239895654,490.0,False,2026-05-14,,
1643,71,3,547,551,0.0329067641681901,0.0235934664246823,0.0093132977435077,-0.012946015987191,0.0359847644144849,0.0585434630081573,-0.0052947319719973,0.1346606428537722,0.397,P2_no_universe_allowlist,f_minutes_open,y_orion_opt,3,0.02088772845953,1149.0,-0.0011671335200746,-0.0263192703982177,0.0271932582096048,494.0,False,2026-05-14,,
1643,71,3,547,551,0.0329067641681901,0.0235934664246823,0.0093132977435077,-0.012946015987191,0.0359847644144849,0.0585434630081573,-0.0052947319719973,0.1346606428537722,0.397,P2_no_universe_allowlist,f_minutes_open,y_orion_pess,3,0.02088772845953,1149.0,-0.0011671335200746,-0.0263192703982177,0.0271932582096048,494.0,False,2026-05-14,,
991,59,3,330,335,0.1636363636363636,0.191044776119403,-0.0274084124830393,-0.1077555967993983,0.0393931515071518,-0.0331180341605785,-0.115920479989935,0.0382983530530764,0.398,P2_no_universe_allowlist,f_netbull_lag,y_tp,3,-0.0903614457831325,497.0,0.0197722567287784,-0.054368441830706,0.105542493789652,494.0,False,2026-05-14,,
819,57,3,271,273,0.1476014760147601,0.1794871794871795,-0.0318857034724193,-0.1139409608835192,0.0558742670348172,-0.0430987905625258,-0.1211447892052844,0.0477400260460938,0.401,P2_no_universe_allowlist,f_osiv_lag,y_tp,3,-0.0224424778761062,354.0,-0.0418060200668896,-0.1266229080346761,0.0717386632280249,465.0,True,2026-05-14,,
1643,71,2,1095,548,0.021917808219178,0.0310218978102189,-0.0091040895910408,-0.0321884068746048,0.0119328543709233,-0.0410103511174426,-0.1076544668445601,0.0250035204064174,0.41,P2_no_universe_allowlist,f_ask_share,y_orion_opt,3,-0.0078328981723237,1149.0,-0.0196678321678321,-0.0799698927772762,0.0123949118150237,494.0,True,2026-05-14,,
1643,71,2,1095,548,0.021917808219178,0.0310218978102189,-0.0091040895910408,-0.0321884068746048,0.0119328543709233,-0.0410103511174426,-0.1076544668445601,0.0250035204064174,0.41,P2_no_universe_allowlist,f_ask_share,y_orion_pess,3,-0.0078328981723237,1149.0,-0.0196678321678321,-0.0799698927772762,0.0123949118150237,494.0,True,2026-05-14,,
402,27,2,268,134,0.0022858330524389,-0.0024859193292035,0.0047717523816424,-0.0069775817737274,0.0158662087033121,0.1454967079579459,0.0255108760825144,0.2726319706335829,0.413,P2_no_universe_allowlist,f_ask_share,y_und_return_1d,3,0.0078821739268151,289.0,-0.0024423799621766,-0.0189264485146516,0.0091466881357836,113.0,False,2026-05-14,,
981,59,3,325,362,0.0184615384615384,0.0303867403314917,-0.0119252018699532,-0.0527700791060703,0.0150658607111634,-0.007387112786469,-0.0826248973698884,0.058915876784867,0.413,P2_no_universe_allowlist,f_rsi14_lag,y_orion_opt,3,0.0232142857142857,488.0,-0.0076275226442078,-0.055802056600303,0.0377925514800514,493.0,False,2026-05-14,,
981,59,3,325,362,0.0184615384615384,0.0303867403314917,-0.0119252018699532,-0.0527700791060703,0.0150658607111634,-0.007387112786469,-0.0826248973698884,0.058915876784867,0.413,P2_no_universe_allowlist,f_rsi14_lag,y_orion_pess,3,0.0232142857142857,488.0,-0.0076275226442078,-0.055802056600303,0.0377925514800514,493.0,False,2026-05-14,,
848,58,3,283,294,0.0212014134275618,0.0340136054421768,-0.012812192014615,-0.0491917679099,0.0161534203244344,-0.0209112057920223,-0.0996421540167026,0.0509133448979087,0.43,P2_no_universe_allowlist,f_vol20_lag,y_orion_opt,3,-0.0173813114989585,355.0,0.0259740259740259,0.008127632481144,0.0532360921407213,493.0,False,2026-05-14,,
848,58,3,283,294,0.0212014134275618,0.0340136054421768,-0.012812192014615,-0.0491917679099,0.0161534203244344,-0.0209112057920223,-0.0996421540167026,0.0509133448979087,0.43,P2_no_universe_allowlist,f_vol20_lag,y_orion_pess,3,-0.0173813114989585,355.0,0.0259740259740259,0.008127632481144,0.0532360921407213,493.0,False,2026-05-14,,
1643,71,3,548,549,0.1660583941605839,0.1894353369763206,-0.0233769428157366,-0.08515261914625,0.0350272362039669,-0.0352502624436347,-0.0984431575680502,0.0249740959137321,0.432,P2_no_universe_allowlist,f_log_prem,y_tp,3,-0.0052219321148825,1149.0,-0.0521736338534643,-0.1294933359682059,0.0426012873041671,494.0,True,2026-05-14,,
848,58,3,279,284,0.0051172689845445,-0.0194004179328859,0.0245176869174304,-0.0407045404683246,0.0810211773031374,0.0605687003441962,-0.0428983930247271,0.156065851014802,0.436,P2_no_universe_allowlist,f_mom20d_lag,y_ret,3,0.0217823805736087,355.0,0.0101001598438125,-0.0763300742234565,0.0732968474714983,493.0,True,2026-05-14,,
1137,67,3,378,379,0.0238095238095238,0.0369393139841688,-0.013129790174645,-0.0441505855706578,0.0200430439548166,-0.008518051998996,-0.0698272630349073,0.0646269735441722,0.468,P2_no_universe_allowlist,f_abs_delta,y_orion_opt,3,-0.0049325025960539,643.0,-0.0140791355474336,-0.0641447844191459,0.0333090415514685,494.0,True,2026-05-14,,
1137,67,3,378,379,0.0238095238095238,0.0369393139841688,-0.013129790174645,-0.0441505855706578,0.0200430439548166,-0.008518051998996,-0.0698272630349073,0.0646269735441722,0.468,P2_no_universe_allowlist,f_abs_delta,y_orion_pess,3,-0.0049325025960539,643.0,-0.0140791355474336,-0.0641447844191459,0.0333090415514685,494.0,True,2026-05-14,,
478,45,3,159,161,0.0314465408805031,0.0186335403726708,0.0128130005078323,-0.0214564807032295,0.0495608108108107,0.010767974947862,-0.0884150641212723,0.0971455666634665,0.477,P2_no_universe_allowlist,f_oimom_lag,y_orion_opt,3,,,,,,,,,,
478,45,3,159,161,0.0314465408805031,0.0186335403726708,0.0128130005078323,-0.0214564807032295,0.0495608108108107,0.010767974947862,-0.0884150641212723,0.0971455666634665,0.477,P2_no_universe_allowlist,f_oimom_lag,y_orion_pess,3,,,,,,,,,,
397,27,3,132,133,0.0043261105107243,-0.0007731655064975,0.0050992760172218,-0.0164026345660013,0.0172958358767978,0.062571823258742,-0.188389776186414,0.2014205104776898,0.485,P2_no_universe_allowlist,f_vol_oi,y_und_return_1d,3,0.0119443693391921,287.0,-0.0110481859292372,-0.0720797638174109,0.0267484337503892,110.0,False,2026-05-14,,
983,59,3,303,331,0.0129410128501945,-0.0009130291224282,0.0138540419726228,-0.027047349986283,0.0542862597154368,0.0067403551688775,-0.0577639521431189,0.0646622101455369,0.494,P2_no_universe_allowlist,f_mom5d_lag,y_ret,3,0.04488024787111,489.0,-0.0066458646752185,-0.0716276395774857,0.0575951860494404,494.0,False,2026-05-14,,
1643,71,3,541,593,-0.0318865518680544,-0.0178573918827949,-0.0140291599852595,-0.055833591122744,0.0271217686801511,-0.0420995248049582,-0.0989537027698394,0.0118976295416015,0.502,P2_no_universe_allowlist,f_trade_count,y_ret,3,-0.0020059051812105,1149.0,-0.0281496057669958,-0.1343184972588274,0.0754573439545813,494.0,True,2026-05-14,,
1643,71,3,541,593,0.188539741219963,0.1669477234401349,0.0215920177798281,-0.0409549535167569,0.0844181765739309,0.0369578526542743,-0.029548182829809,0.1011519714284184,0.503,P2_no_universe_allowlist,f_trade_count,y_tp,3,0.0468012198882911,1149.0,0.0010158472165786,-0.1453677093257118,0.1252039939301787,494.0,True,2026-05-14,,
1356,69,3,452,452,0.1880530973451327,0.1703539823008849,0.0176991150442477,-0.0350796716156495,0.076993918830279,0.0175778470188814,-0.0350606673311923,0.0812516247969705,0.54,P2_no_universe_allowlist,f_prior_flow,y_tp,3,0.0231213872832369,1038.0,-0.0125,-0.141484521575985,0.1271637104180021,318.0,False,2026-05-14,,
1356,69,3,452,452,0.1703539823008849,0.1858407079646017,-0.0154867256637168,-0.0755318550639999,0.0377044238314439,-0.0227453690223295,-0.0930118530331335,0.0418309901197812,0.56,P2_no_universe_allowlist,f_prior_flow_align,y_tp,3,-0.0289017341040462,1038.0,-0.0555555555555555,-0.2021072759707577,0.0979746240601503,318.0,True,2026-05-14,,
1643,71,3,433,623,-0.0159772150855183,-0.0310096009817615,0.0150323858962432,-0.0374877721788262,0.0646267107395634,0.1178149160130077,0.0274974039000161,0.1971633021875358,0.584,P2_no_universe_allowlist,f_dte,y_ret,3,0.0455595127509257,1149.0,-0.0626684365608788,-0.1809255886822434,0.0442384968458132,494.0,False,2026-05-14,,
1356,69,3,452,452,0.0287610619469026,0.0243362831858407,0.0044247787610619,-0.013157974803678,0.0213339922873339,0.0257791160748367,-0.0116239079335917,0.0651108921183637,0.597,P2_no_universe_allowlist,f_prior_flow,y_orion_pess,3,0.0028901734104046,1038.0,0.0083333333333333,-0.0387748281130634,0.0571428571428571,318.0,True,2026-05-14,,
849,59,3,283,283,0.166077738515901,0.1908127208480565,-0.0247349823321554,-0.114291866631865,0.0697440267021752,-0.0428430533292482,-0.1328758625694725,0.0649240906899876,0.611,P2_no_universe_allowlist,f_vrp,y_tp,3,0.042016806722689,356.0,-0.0928617780661907,-0.2621048442796213,0.0734676253585243,493.0,False,2026-05-14,,
203,14,3,67,68,0.0025307644525244,-0.0035560179836399,0.0060867824361644,-0.0137440354101672,0.0341177678552497,0.0461268995313117,-0.0715714475014782,0.1655963193342361,0.611,P2_no_universe_allowlist,f_otm,y_und_return_5d,3,,,,,,,,,,
478,45,3,158,161,-0.0302768544752617,-0.0481737259613156,0.0178968714860538,-0.0477700987351497,0.1306989384074932,0.0436952443274555,-0.0726590430108669,0.1923881487939267,0.615,P2_no_universe_allowlist,f_oibuild_lag,y_ret,3,,,,,,,,,,
1356,69,3,452,452,-0.0289054374347274,-0.0172222793779638,-0.0116831580567635,-0.0798737676867306,0.0329120444441066,-0.0042372620829615,-0.1064865203615205,0.074857813390596,0.626,P2_no_universe_allowlist,f_prior_flow_align,y_ret,3,-0.0039346440184223,1038.0,-0.0748559291378763,-0.23504188206531,0.0578304273990562,318.0,True,2026-05-14,,
