n,n_days,n_bins,n_hi,n_lo,q_hi_mean,q_lo_mean,spread,spread_lo95,spread_hi95,spearman,spearman_lo95,spearman_hi95,p_boot,population,factor,outcome,nq,is_spread,is_n,oos_spread,oos_lo95,oos_hi95,oos_n,oos_sign_agrees,split_date,q_value,q_value_dedup
697,55,3,229,245,0.0202654755276903,-0.0340007642068326,0.054266239734523,0.0013143687759881,0.1086070382190615,0.0820521833319042,-0.0024659492693778,0.1699599105866957,0.045,P1_orion_strict,f_rsi14_lag,y_ret,3,0.0847245972648858,378.0,0.020766774180737,-0.0734320292801812,0.1354257135251138,319.0,True,2026-05-13,0.5008888888888889,0.5926666666666667
640,54,3,198,226,0.0606060606060606,0.0132743362831858,0.0473317243228747,0.0006050544881545,0.0906117900917949,0.0998062400391567,0.0177414042310484,0.1660030256174162,0.047,P1_orion_strict,f_tox_lag,y_orion_opt,3,0.0458715596330275,321.0,0.0571428571428571,0.016260162601626,0.1111318407960198,319.0,True,2026-05-13,0.5008888888888889,
640,54,3,198,226,0.0606060606060606,0.0132743362831858,0.0473317243228747,0.0006050544881545,0.0906117900917949,0.0998062400391567,0.0177414042310484,0.1660030256174162,0.047,P1_orion_strict,f_tox_lag,y_orion_pess,3,0.0458715596330275,321.0,0.0571428571428571,0.016260162601626,0.1111318407960198,319.0,True,2026-05-13,0.5008888888888889,0.5926666666666667
1205,67,3,395,404,0.0329113924050632,0.0123762376237623,0.0205351547813009,0.00025596908948,0.0466361860777518,0.061391571514661,0.0101729566179357,0.1084068504335792,0.048,P1_orion_strict,f_trade_count,y_orion_opt,3,0.0196992767415302,886.0,0.0278112449799196,-0.0107786777596523,0.0714500860585197,319.0,True,2026-05-13,0.5008888888888889,
1205,67,3,395,404,0.0329113924050632,0.0123762376237623,0.0205351547813009,0.00025596908948,0.0466361860777518,0.061391571514661,0.0101729566179357,0.1084068504335792,0.048,P1_orion_strict,f_trade_count,y_orion_pess,3,0.0196992767415302,886.0,0.0278112449799196,-0.0107786777596523,0.0714500860585197,319.0,True,2026-05-13,0.5008888888888889,0.5926666666666667
559,54,3,186,187,0.0161290322580645,0.0588235294117647,-0.0426944971537001,-0.0994251534524636,0.0005709475709475,-0.0770530133841169,-0.1762948716416658,0.0291643425907129,0.053,P1_orion_strict,f_vrp,y_orion_opt,3,-0.0138157894736842,240.0,-0.0273761326392905,-0.111933284482783,0.0318025216832637,319.0,True,2026-05-13,0.5008888888888889,
559,54,3,186,187,0.0161290322580645,0.0588235294117647,-0.0426944971537001,-0.0994251534524636,0.0005709475709475,-0.0770530133841169,-0.1762948716416658,0.0291643425907129,0.053,P1_orion_strict,f_vrp,y_orion_pess,3,-0.0138157894736842,240.0,-0.0273761326392905,-0.111933284482783,0.0318025216832637,319.0,True,2026-05-13,0.5008888888888889,0.5926666666666667
1205,67,2,803,402,0.1581569115815691,0.2114427860696517,-0.0532858744880826,-0.1174788890308247,0.0012345697360467,-0.0543877473533324,-0.1319633837380535,0.0128572905963094,0.056,P1_orion_strict,f_ask_share,y_tp,3,-0.0477214717944305,886.0,-0.0671600222805761,-0.2101455229858266,0.0350277724774567,319.0,True,2026-05-13,0.5008888888888889,0.5926666666666667
1189,67,3,395,397,0.0002627755950927,-0.0539983709068243,0.054261146501917,-0.003578360164656,0.1014226865940175,0.0540466313495699,-0.0365639787052432,0.1248609975667463,0.062,P1_orion_strict,f_vol_oi,y_ret,3,0.0460020223937317,880.0,0.0683710837831559,-0.048611258554884,0.1747865797206111,309.0,True,2026-05-13,0.5253684210526316,0.6056923076923076
705,57,3,232,235,0.0274688874996875,-0.0500150344804611,0.0774839219801486,-0.0076675241846266,0.1691876794680686,0.0572431366933595,-0.0494857723874121,0.1686856020309969,0.076,P1_orion_strict,f_mom_align_5d,y_ret,3,0.0960960712480369,386.0,0.0587171492269938,-0.0307206621087066,0.1644286892911757,319.0,True,2026-05-13,0.5485925925925925,0.6491111111111111
697,55,3,231,234,0.0432900432900432,0.0128205128205128,0.0304695304695304,-0.0033546219529554,0.0688640359775478,0.056550696584781,-0.0416997507996402,0.1481364871480812,0.08,P1_orion_strict,f_sweepshare_lag,y_orion_opt,3,0.0676691729323308,378.0,-0.0254237288135593,-0.048001923076923,0.0,319.0,False,2026-05-13,0.5485925925925925,
697,55,3,231,234,0.0432900432900432,0.0128205128205128,0.0304695304695304,-0.0033546219529554,0.0688640359775478,0.056550696584781,-0.0416997507996402,0.1481364871480812,0.08,P1_orion_strict,f_sweepshare_lag,y_orion_pess,3,0.0676691729323308,378.0,-0.0254237288135593,-0.048001923076923,0.0,319.0,False,2026-05-13,0.5485925925925925,0.6491111111111111
697,55,3,225,233,-0.0413467017672556,0.0035429702090176,-0.0448896719762733,-0.1004931143713573,0.004824110037152,-0.0331350425810697,-0.1185289908254818,0.0446999384853375,0.09,P1_orion_strict,f_netbull_lag,y_ret,3,-0.0926029328411636,378.0,0.0072489365681183,-0.0838252326328551,0.0738034199788458,319.0,False,2026-05-13,0.5485925925925925,0.6491111111111111
633,54,3,205,296,0.0146341463414634,0.0371621621621621,-0.0225280158206987,-0.0567054152630714,0.0031602595044091,-0.0412831066367476,-0.1034528443948494,0.0240215500361253,0.091,P1_orion_strict,f_osivrank_lag,y_orion_opt,3,0.0255102040816326,325.0,-0.0004723346828609,-0.027754057590728,0.03039612792388,308.0,False,2026-05-13,0.5485925925925925,
633,54,3,205,296,0.0146341463414634,0.0371621621621621,-0.0225280158206987,-0.0567054152630714,0.0031602595044091,-0.0412831066367476,-0.1034528443948494,0.0240215500361253,0.091,P1_orion_strict,f_osivrank_lag,y_orion_pess,3,0.0255102040816326,325.0,-0.0004723346828609,-0.027754057590728,0.03039612792388,308.0,False,2026-05-13,0.5485925925925925,0.6491111111111111
705,57,3,235,236,0.0170212765957446,0.0423728813559322,-0.0253516047601875,-0.0669079819606891,0.0030429770359495,-0.0102515016994257,-0.0862702631212644,0.0547979839812743,0.092,P1_orion_strict,f_rv20,y_orion_opt,3,-0.0043358297201419,386.0,0.0360824742268041,0.0111935087134161,0.0740826873385012,319.0,False,2026-05-13,0.5485925925925925,
705,57,3,235,236,0.0170212765957446,0.0423728813559322,-0.0253516047601875,-0.0669079819606891,0.0030429770359495,-0.0102515016994257,-0.0862702631212644,0.0547979839812743,0.092,P1_orion_strict,f_rv20,y_orion_pess,3,-0.0043358297201419,386.0,0.0360824742268041,0.0111935087134161,0.0740826873385012,319.0,False,2026-05-13,0.5485925925925925,0.6491111111111111
319,24,3,105,109,0.0026844061814387,-0.0043226130267493,0.007007019208188,-0.0007914610264217,0.0253902001638275,0.0151051770408699,-0.085816133177978,0.1609473456970716,0.113,P1_orion_strict,f_minutes_open,y_und_return_1d,3,,,,,,,,,0.6273448275862069,0.71755
697,55,3,216,309,0.0190802563626649,-0.0186659765635943,0.0377462329262592,-0.0071822440539746,0.0839383646997866,0.0013778647011776,-0.0724890930402678,0.0847764811832997,0.113,P1_orion_strict,f_mom5d_lag,y_ret,3,0.0629387522282261,378.0,-0.0016842079725437,-0.0811474583228535,0.0693352036137885,319.0,False,2026-05-13,0.6273448275862069,0.71755
286,24,3,95,96,-0.0071543364920731,-0.0002381404105145,-0.0069161960815586,-0.0263467201673206,0.0015839050616141,-0.0574680208926454,-0.2071712695661119,0.0344600137277799,0.121,P1_orion_strict,f_prior_flow,y_und_return_1d,3,,,,,,,,,0.6493666666666666,0.7317619047619047
697,55,3,225,233,0.0177777777777777,0.0472103004291845,-0.0294325226514067,-0.0691833985069125,0.0125973908551179,-0.0870676865711472,-0.1675330747961797,0.0005106815127131,0.135,P1_orion_strict,f_netbull_lag,y_orion_opt,3,-0.0654037770826092,378.0,-0.0108444187391555,-0.0617476851851851,0.0380036990256225,319.0,True,2026-05-13,0.6792187500000001,
697,55,3,225,233,0.0177777777777777,0.0472103004291845,-0.0294325226514067,-0.0691833985069125,0.0125973908551179,-0.0870676865711472,-0.1675330747961797,0.0005106815127131,0.135,P1_orion_strict,f_netbull_lag,y_orion_pess,3,-0.0654037770826092,378.0,-0.0108444187391555,-0.0617476851851851,0.0380036990256225,319.0,True,2026-05-13,0.6792187500000001,0.7793181818181818
1205,67,2,803,402,-0.0380697731973159,-0.0102981101205474,-0.0277716630767684,-0.0745097015186038,0.0133438118636815,-0.0313629607492742,-0.1011218124625598,0.0332086865610306,0.176,P1_orion_strict,f_ask_share,y_ret,3,-0.0211439147004611,886.0,-0.0441196748137663,-0.1543245725711702,0.0342337648625731,319.0,True,2026-05-13,0.8128536585365853,0.8824871794871795
705,57,3,232,235,0.0474137931034482,0.0212765957446808,0.0261371973587674,-0.0123033111113897,0.0632634062783865,0.0638793878484323,-0.0143017172575268,0.1178097675470599,0.184,P1_orion_strict,f_mom_align_5d,y_orion_opt,3,0.0155038759689922,386.0,0.0357142857142857,0.0106327570921985,0.0625,319.0,True,2026-05-13,0.8128536585365853,
705,57,3,232,235,0.0474137931034482,0.0212765957446808,0.0261371973587674,-0.0123033111113897,0.0632634062783865,0.0638793878484323,-0.0143017172575268,0.1178097675470599,0.184,P1_orion_strict,f_mom_align_5d,y_orion_pess,3,0.0155038759689922,386.0,0.0357142857142857,0.0106327570921985,0.0625,319.0,True,2026-05-13,0.8128536585365853,0.8824871794871795
1205,67,3,402,403,0.1442786069651741,0.1836228287841191,-0.0393442218189449,-0.1044465397743528,0.0180952881163582,-0.0568851925509144,-0.1247861390536798,0.010399126582248,0.186,P1_orion_strict,f_log_prem,y_tp,3,-0.0073064590013742,886.0,-0.1061698717948718,-0.1829998229696809,-0.0231830916621765,319.0,True,2026-05-13,0.8128536585365853,0.8824871794871795
1205,67,3,402,402,0.181592039800995,0.126865671641791,0.0547263681592039,-0.023009557907932,0.140624192647591,0.0770916839239822,-0.0034180899225144,0.1626322938634747,0.193,P1_orion_strict,f_logmoney,y_tp,3,0.0299473202015574,886.0,0.1142857142857142,0.0143506650870306,0.2627856659905341,319.0,True,2026-05-13,0.8128536585365853,0.8824871794871795
768,62,3,256,256,0.1640625,0.21484375,-0.05078125,-0.1325541315276588,0.0354160513326914,-0.0684796196629636,-0.1594489017341835,0.0228112893716682,0.196,P1_orion_strict,f_iv,y_tp,3,-0.14,449.0,0.0374896437448218,-0.0668110348859307,0.1494522569466449,319.0,False,2026-05-13,0.8128536585365853,0.8824871794871795
319,24,3,106,107,-0.0031493870940726,0.0026239823213182,-0.0057733694153909,-0.0229955572061492,0.0021429151470563,-0.014819830353537,-0.1610460433625475,0.0857470377834137,0.206,P1_orion_strict,f_minutes_close,y_und_return_1d,3,,,,,,,,,0.8128536585365853,0.8824871794871795
1205,67,3,402,403,0.0199004975124378,0.0347394540942928,-0.0148389565818549,-0.0412025090664323,0.0082104928500539,-0.0561627375417396,-0.1137282619455922,-0.0024907653179165,0.207,P1_orion_strict,f_log_prem,y_orion_opt,3,-0.0203962437013284,886.0,-0.0056089743589743,-0.0395147907647907,0.0157315875279595,319.0,True,2026-05-13,0.8128536585365853,
1205,67,3,402,403,0.0199004975124378,0.0347394540942928,-0.0148389565818549,-0.0412025090664323,0.0082104928500539,-0.0561627375417396,-0.1137282619455922,-0.0024907653179165,0.207,P1_orion_strict,f_log_prem,y_orion_pess,3,-0.0203962437013284,886.0,-0.0056089743589743,-0.0395147907647907,0.0157315875279595,319.0,True,2026-05-13,0.8128536585365853,0.8824871794871795
697,55,3,231,234,-0.0009991558866698,-0.0326645387000728,0.031665382813403,-0.021338588607063,0.0869692840417412,0.0706534034030501,0.0011101772855118,0.1459819556913411,0.231,P1_orion_strict,f_sweepshare_lag,y_ret,3,0.0577465036209005,378.0,0.0102122571132433,-0.0624223709533976,0.0767011068363023,319.0,True,2026-05-13,0.8289787234042553,0.8824871794871795
640,54,3,198,226,0.2222222222222222,0.163716814159292,0.0585054080629301,-0.0387220905179262,0.1459286958066535,0.0473257776054311,-0.052017475191087,0.1378932234718526,0.234,P1_orion_strict,f_tox_lag,y_tp,3,0.0018348623853211,321.0,0.0332298136645962,-0.1036314349430234,0.152500424412189,319.0,True,2026-05-13,0.8289787234042553,0.8824871794871795
559,54,3,186,187,0.1666666666666666,0.2299465240641711,-0.0632798573975044,-0.1630803123185732,0.0370380774032459,-0.0643602924415458,-0.1534503754308981,0.0423736891862875,0.236,P1_orion_strict,f_vrp,y_tp,3,-0.0243421052631578,240.0,-0.1278195488721804,-0.3244415172535789,0.141227861359741,319.0,True,2026-05-13,0.8289787234042553,0.8824871794871795
1205,67,3,402,402,0.0323383084577114,0.017412935323383,0.0149253731343283,-0.0101396281025157,0.0449258194015121,0.0207577594592485,-0.0477142649631553,0.0829804694284906,0.241,P1_orion_strict,f_otm,y_orion_opt,3,0.0033096655978011,886.0,0.0458398744113029,-0.0094013146642646,0.1194936680235186,319.0,True,2026-05-13,0.8289787234042553,
1205,67,3,402,402,0.0323383084577114,0.017412935323383,0.0149253731343283,-0.0101396281025157,0.0449258194015121,0.0207577594592485,-0.0477142649631553,0.0829804694284906,0.241,P1_orion_strict,f_otm,y_orion_pess,3,0.0033096655978011,886.0,0.0458398744113029,-0.0094013146642646,0.1194936680235186,319.0,True,2026-05-13,0.8289787234042553,0.8824871794871795
1205,67,3,395,404,0.1924050632911392,0.146039603960396,0.0463654593307432,-0.0307677131841569,0.1209527828665434,0.0721791738344028,-0.0084613910268628,0.1484036080444866,0.242,P1_orion_strict,f_trade_count,y_tp,3,0.0584792539017891,886.0,0.034437751004016,-0.1428820642588758,0.1987309609526446,319.0,True,2026-05-13,0.8289787234042553,0.8824871794871795
268,18,3,89,90,0.003532966936413,-0.0035173546604013,0.0070503215968143,-0.0034609165398787,0.0232144516362392,0.0744273909283196,-0.1552699883243153,0.300326176712465,0.248,P1_orion_strict,f_maxpain_dist,y_und_return_1d,3,,,,,,,,,0.83076,0.8824871794871795
705,57,3,232,235,0.2068965517241379,0.1446808510638297,0.0622157006603081,-0.0377101193866455,0.1477601620488921,0.0796185463989725,-0.0184503958362873,0.1664910871123446,0.253,P1_orion_strict,f_mom_align_5d,y_tp,3,0.0387596899224806,386.0,0.0889905548996458,-0.0365641193943036,0.1928458992761865,319.0,True,2026-05-13,0.83076,0.8824871794871795
577,54,3,190,193,-0.0162838623629722,-0.0535844373364784,0.0373005749735062,-0.0246769803188716,0.1043090292872694,0.0242370293166473,-0.0678468000552853,0.1181369091717063,0.258,P1_orion_strict,f_vol20_lag,y_ret,3,,258.0,0.0220839216467018,-0.060533495319732,0.1543721792927182,319.0,False,2026-05-13,0.83076,0.8824871794871795
697,55,3,231,234,0.2034632034632034,0.1538461538461538,0.0496170496170496,-0.0366052701160527,0.1292719470509428,0.0574502139403527,-0.0380951202259089,0.150175048642039,0.267,P1_orion_strict,f_sweepshare_lag,y_tp,3,0.0831244778613199,378.0,-0.010765002290426,-0.1648055704864783,0.1130009372282884,319.0,False,2026-05-13,0.8390576923076923,0.8824871794871795
1000,55,3,332,336,0.1987951807228915,0.1577380952380952,0.0410570854847963,-0.0282877835892869,0.1090614805004339,0.0424398248682857,-0.0305992588199546,0.1155963967356433,0.271,P1_orion_strict,f_iv_rank,y_tp,3,0.0337680484396832,684.0,0.0350931677018633,-0.0552178113360783,0.1471569395892505,316.0,True,2026-05-13,0.8390576923076923,0.8824871794871795
314,24,3,105,105,0.0024802440983591,-0.0044785739596946,0.0069588180580538,-0.0065866362378509,0.0249679032926394,0.0674676144471469,-0.2043536439795513,0.2528006206200547,0.279,P1_orion_strict,f_vol_oi,y_und_return_1d,3,,,,,,,,,0.8475283018867925,0.885825
319,24,3,102,120,-0.0041650579067488,0.0011875452125298,-0.0053526031192787,-0.0289166892404362,0.0046982718088532,-0.039523053384,-0.1948426077197552,0.128086507121401,0.292,P1_orion_strict,f_dte,y_und_return_1d,3,,,,,,,,,0.8705925925925926,0.9044878048780487
1205,67,3,402,402,-0.0129648302647879,-0.0478891030954803,0.0349242728306923,-0.031804842859196,0.0974048938905263,0.0349625670093188,-0.094478342864307,0.1553551199100906,0.313,P1_orion_strict,f_logmoney,y_ret,3,0.0334625704053622,886.0,0.0225426504115802,-0.0655312857900749,0.1547357793807728,319.0,True,2026-05-13,0.874396551724138,0.9059333333333334
1205,67,3,401,406,0.0374064837905236,0.022167487684729,0.0152389961057946,-0.0132573639667573,0.0503615810411398,0.0808786050593171,-0.0009387619443292,0.1665521021825638,0.313,P1_orion_strict,f_minutes_open,y_orion_opt,3,0.0267642410499553,886.0,-0.0192013593882752,-0.1127243929379647,0.0412625235951793,319.0,False,2026-05-13,0.874396551724138,
1205,67,3,401,406,0.0374064837905236,0.022167487684729,0.0152389961057946,-0.0132573639667573,0.0503615810411398,0.0808786050593171,-0.0009387619443292,0.1665521021825638,0.313,P1_orion_strict,f_minutes_open,y_orion_pess,3,0.0267642410499553,886.0,-0.0192013593882752,-0.1127243929379647,0.0412625235951793,319.0,False,2026-05-13,0.874396551724138,0.9059333333333334
697,55,3,229,245,0.2183406113537118,0.1755102040816326,0.0428304072720791,-0.0427123130131701,0.1295933604174446,0.0192209855236374,-0.063728050694404,0.1018064888020057,0.315,P1_orion_strict,f_rsi14_lag,y_tp,3,-0.0281512605042016,378.0,0.0399195575666163,-0.0538957547614672,0.1818487506645401,319.0,False,2026-05-13,0.874396551724138,0.9059333333333334
286,24,3,95,96,-0.0010526497389906,-0.0056825895827567,0.004629939843766,-0.0075138317771341,0.0207708852211132,0.0505410009372767,-0.0719437379389163,0.163542639904517,0.321,P1_orion_strict,f_prior_flow_align,y_und_return_1d,3,,,,,,,,,0.8759491525423729,0.9059333333333334
1205,67,3,401,407,0.0224438902743142,0.0368550368550368,-0.0144111465807226,-0.0491972337252283,0.0140789661625806,-0.0811485876748445,-0.1670110100812204,0.0013728078552154,0.336,P1_orion_strict,f_minutes_close,y_orion_opt,3,-0.0278385226838835,886.0,0.0185154295246038,-0.0412625235951793,0.1112091816700964,319.0,False,2026-05-13,0.8868196721311477,
1205,67,3,401,407,0.0224438902743142,0.0368550368550368,-0.0144111465807226,-0.0491972337252283,0.0140789661625806,-0.0811485876748445,-0.1670110100812204,0.0013728078552154,0.336,P1_orion_strict,f_minutes_close,y_orion_pess,3,-0.0278385226838835,886.0,0.0185154295246038,-0.0412625235951793,0.1112091816700964,319.0,False,2026-05-13,0.8868196721311477,0.9276521739130436
904,53,3,301,302,0.0199335548172757,0.0331125827814569,-0.0131790279641812,-0.0509457147548451,0.0159634623685554,-0.0501830592043326,-0.1306772663935131,0.0292981934656073,0.375,P1_orion_strict,f_maxpain_dist,y_orion_opt,3,-0.0307953950811093,588.0,0.0342205323193916,0.013391369047619,0.0734845049130763,316.0,False,2026-05-13,0.9478591549295776,
904,53,3,301,302,0.0199335548172757,0.0331125827814569,-0.0131790279641812,-0.0509457147548451,0.0159634623685554,-0.0501830592043326,-0.1306772663935131,0.0292981934656073,0.375,P1_orion_strict,f_maxpain_dist,y_orion_pess,3,-0.0307953950811093,588.0,0.0342205323193916,0.013391369047619,0.0734845049130763,316.0,False,2026-05-13,0.9478591549295776,0.9929090909090909
633,54,3,205,296,-0.0023487665936649,-0.023015632439211,0.020666865845546,-0.0278066341733574,0.0754036348380989,0.0314892391298162,-0.0496321746760901,0.1224798803029859,0.393,P1_orion_strict,f_osivrank_lag,y_ret,3,-0.0665725731823832,325.0,0.0492728142483754,-0.0063922990928007,0.126027646389006,308.0,False,2026-05-13,0.9478591549295776,0.9929090909090909
768,62,3,256,256,0.03515625,0.01953125,0.015625,-0.0176706273200718,0.0530154383208087,0.0130367331481585,-0.0618596763458556,0.0802045121766359,0.415,P1_orion_strict,f_iv,y_orion_opt,3,0.0,449.0,0.0156379453189726,-0.0374289902877038,0.0737632341072021,319.0,False,2026-05-13,0.9478591549295776,
768,62,3,256,256,0.03515625,0.01953125,0.015625,-0.0176706273200718,0.0530154383208087,0.0130367331481585,-0.0618596763458556,0.0802045121766359,0.415,P1_orion_strict,f_iv,y_orion_pess,3,0.0,449.0,0.0156379453189726,-0.0374289902877038,0.0737632341072021,319.0,False,2026-05-13,0.9478591549295776,0.9929090909090909
640,54,3,198,226,-0.0046590123061471,-0.0343848460418321,0.0297258337356849,-0.0416011185262635,0.094210733167549,0.0061839020707803,-0.0891185721704484,0.0998359013641549,0.415,P1_orion_strict,f_tox_lag,y_ret,3,0.0339050594570992,321.0,0.0336149289952943,-0.0463907939419977,0.1069397546107335,319.0,True,2026-05-13,0.9478591549295776,0.9929090909090909
1000,55,3,332,336,0.0421686746987951,0.0267857142857142,0.0153829604130808,-0.0220700337497717,0.0531095439316534,0.0405430278767521,-0.0430140188049089,0.1245136018889941,0.417,P1_orion_strict,f_iv_rank,y_orion_opt,3,0.0173109765564353,684.0,0.0040372670807453,-0.0322129461355949,0.0585843905129619,316.0,True,2026-05-13,0.9478591549295776,
1000,55,3,332,336,0.0421686746987951,0.0267857142857142,0.0153829604130808,-0.0220700337497717,0.0531095439316534,0.0405430278767521,-0.0430140188049089,0.1245136018889941,0.417,P1_orion_strict,f_iv_rank,y_orion_pess,3,0.0173109765564353,684.0,0.0040372670807453,-0.0322129461355949,0.0585843905129619,316.0,True,2026-05-13,0.9478591549295776,0.9929090909090909
559,54,3,186,187,-0.0227294442860118,0.001171102849791,-0.0239005471358028,-0.0759732719846238,0.0391020831434065,-0.021882029100074,-0.0996517059131395,0.0817634832961404,0.417,P1_orion_strict,f_vrp,y_ret,3,0.0268271452638986,240.0,-0.0308146073626687,-0.1445200901931628,0.164376430143582,319.0,False,2026-05-13,0.9478591549295776,0.9929090909090909
1205,67,3,402,402,-0.0313229518855074,-0.0140484029315587,-0.0172745489539486,-0.0555950688801718,0.0270749479260081,-0.0764533098896639,-0.1526161803118945,0.0070421860632466,0.418,P1_orion_strict,f_otm,y_ret,3,-0.0126787807752997,886.0,-0.02686927144025,-0.1004639793621686,0.0730599781222956,319.0,True,2026-05-13,0.9478591549295776,0.9929090909090909
319,24,3,106,107,0.0006260045332799,-0.00135719403306,0.0019831985663399,-0.0029950296460582,0.0102401893513266,0.0525737140818144,-0.0863546995188426,0.2314601525542113,0.427,P1_orion_strict,f_otm,y_und_return_1d,3,,,,,,,,,0.9483561643835616,0.9929090909090909
577,54,3,182,194,0.0030100563439547,-0.0271683031992507,0.0301783595432055,-0.0505760697388742,0.0962948640040769,0.0907916850409025,-0.0396386535679184,0.2088198423794814,0.43,P1_orion_strict,f_mom20d_lag,y_ret,3,0.0202475466214869,258.0,0.0327506185322447,-0.0658484022516924,0.1025161977256286,319.0,True,2026-05-13,0.9483561643835616,0.9929090909090909
697,55,2,12,685,0.0600385923186552,-0.0129115324248847,0.0729501247435399,-0.1076301328813691,0.2903876085762199,-0.000104467630627,-0.0671251118913741,0.0833413658265008,0.4411463664278403,P1_orion_strict,f_gamma_lag,y_ret,3,,,,,,,,,0.958029702970297,1.0
697,55,3,225,233,0.16,0.1845493562231759,-0.0245493562231759,-0.094236814746119,0.0409415017816839,-0.032223653778115,-0.1148872976497831,0.0476668536464579,0.451,P1_orion_strict,f_netbull_lag,y_tp,3,-0.0841733286988761,378.0,0.0695488721804511,-0.0412257322410503,0.2035822510822509,319.0,False,2026-05-13,0.958029702970297,1.0
705,57,3,232,235,0.2068965517241379,0.1659574468085106,0.0409391049156273,-0.0685880081185737,0.1561541042292843,0.0318947819662744,-0.0876807610332184,0.1518481239701505,0.478,P1_orion_strict,f_und_1d,y_tp,3,0.0584649979288715,386.0,-0.0054848064556802,-0.1040446821131969,0.1283203302529919,319.0,False,2026-05-13,0.958029702970297,1.0
768,62,3,256,256,0.02734375,0.04296875,-0.015625,-0.0583311402927632,0.0247340844369001,-0.0127306208303357,-0.0998979561173257,0.0829055859813638,0.479,P1_orion_strict,f_abs_delta,y_orion_opt,3,0.0,449.0,-0.0354037267080745,-0.1016766497070613,0.0209497167877417,319.0,False,2026-05-13,0.958029702970297,
